date;dorsal;total_distance;minute_distance;num_dec_expl;num_acc_expl;distance_vrange2;distance_vrange3;distance_vrange1;player_load;hr_max;hid_intervals;max_acc;hsr;max_dec;max_speed;distance_vrange6;average_speed;num_acc;hmld_time;hmld;hmld_count;num_hids;num_dec;distance_vrange4;distance_vrange5;sprints;zone1_hsr_distance;num_hsr;zone2_hsr_distance;zone4_hsr_distance
05/10/2024;5.0;4.525;87.519;50.0;24.0;0.913;1.714;0.519;0.0;121.0;2.391;4.286;0.206;-6.967;27.329;0.087;0.0;53.0;3.908;0.804;178.0;14.0;37.0;1.149;0.124;5.0;0.028;14.0;0.091;0.0
05/10/2024;6.0;2.327;116.477;12.0;19.0;0.542;0.725;0.243;0.0;167.0;1.566;3.902;0.145;-3.767;26.38;0.034;0.0;15.0;1.73;0.43;72.0;10.0;16.0;0.598;0.113;2.0;0.008;10.0;0.112;0.0
05/10/2024;7.0;3.668;103.521;40.0;29.0;0.922;1.28;0.457;0.0;151.0;2.317;4.868;0.216;-7.410;28.488;0.095;0.0;32.0;3.29;0.71;148.0;12.0;35.0;0.749;0.128;7.0;0.019;12.0;0.086;0.023
05/10/2024;8.0;5.321;102.92;42.0;46.0;1.409;1.987;0.812;0.0;0.0;2.887;4.305;0.164;-5.799;27.469;0.049;0.0;61.0;4.098;0.851;203.0;12.0;42.0;0.849;0.132;4.0;0.015;12.0;0.067;0.006
05/10/2024;11.0;5.419;104.81;33.0;43.0;1.231;2.295;0.71;0.0;0.0;3.194;4.433;0.302;-5.434;31.565;0.166;0.0;50.0;4.135;0.975;184.0;16.0;42.0;0.82;0.136;8.0;0.029;16.0;0.145;0.006
05/10/2024;14.0;3.673;110.971;41.0;40.0;1.068;1.268;0.34;0.0;0.0;2.222;4.466;0.15;-5.804;29.181;0.048;0.0;26.0;3.112;0.671;157.0;15.0;35.0;0.809;0.108;3.0;0.006;15.0;0.009;0.049
05/10/2024;17.0;5.463;105.662;62.0;68.0;1.443;1.893;0.701;0.0;87.0;1.931;5.184;0.389;-5.867;29.871;0.194;0.0;66.0;6.165;1.385;271.0;22.0;53.0;0.989;0.207;12.0;0.01;22.0;0.256;0.0
05/10/2024;18.0;1.518;117.058;22.0;24.0;0.309;0.655;0.165;0.0;0.0;1.689;5.174;0.112;-5.883;28.128;0.044;0.0;16.0;1.69;0.361;81.0;7.0;12.0;0.261;0.068;4.0;0.006;7.0;0.018;0.008
05/10/2024;19.0;1.673;93.212;12.0;12.0;0.718;0.401;0.225;0.0;0.0;1.886;4.887;0.136;-5.067;30.778;0.073;0.0;15.0;1.44;0.328;57.0;5.0;13.0;0.19;0.063;3.0;0.0;5.0;0.021;0.011
05/10/2024;20.0;3.613;93.649;28.0;31.0;0.875;1.362;0.587;0.0;52.0;2.578;5.407;0.119;-6.787;27.487;0.026;0.0;33.0;2.79;0.565;131.0;10.0;29.0;0.592;0.094;2.0;0.064;10.0;0.047;0.0
05/10/2024;21.0;1.957;107.81;19.0;27.0;0.443;0.749;0.269;0.0;0.0;3.397;4.743;0.037;-6.133;22.529;0.0;0.0;27.0;1.988;0.371;96.0;5.0;18.0;0.443;0.04;0.0;0.0;5.0;0.012;0.006
05/10/2024;23.0;1.719;134.718;21.0;22.0;0.357;0.612;0.124;0.0;87.0;1.472;4.399;0.127;-6.583;28.384;0.058;0.0;18.0;2.048;0.455;87.0;8.0;18.0;0.486;0.072;4.0;0.0;8.0;0.013;0.035
05/10/2024;24.0;4.102;122.82;44.0;36.0;0.7;1.565;0.387;0.0;172.0;2.257;5.292;0.225;-6.297;29.838;0.098;0.0;48.0;4.29;0.951;178.0;12.0;38.0;1.202;0.139;7.0;0.0;12.0;0.061;0.007
13/10/2024;2.0;5.164;103.831;78.0;51.0;1.253;1.801;0.658;0.0;126.0;2.743;4.881;0.362;-6.132;29.233;0.151;0.0;69.0;5.828;1.258;264.0;16.0;50.0;1.026;0.214;6.0;0.031;16.0;0.091;0.071
13/10/2024;4.0;4.566;91.813;56.0;51.0;1.155;1.569;0.75;0.0;55.0;4.482;4.183;0.208;-6.549;27.347;0.102;0.0;66.0;4.908;0.935;237.0;10.0;54.0;0.835;0.105;7.0;0.038;10.0;0.047;0.035
13/10/2024;5.0;5.817;116.965;82.0;64.0;1.006;2.297;0.747;0.0;117.0;2.392;4.011;0.225;-7.753;28.582;0.071;0.0;73.0;5.622;1.166;303.0;20.0;64.0;1.497;0.153;4.0;0.0;20.0;0.097;0.042
13/10/2024;11.0;5.228;105.122;58.0;47.0;1.315;2.021;0.64;0.0;0.0;1.993;5.730;0.337;-6.779;31.591;0.18;0.0;57.0;4.563;1.081;219.0;24.0;33.0;0.878;0.163;9.0;0.034;24.0;0.217;0.0
13/10/2024;17.0;5.193;104.426;75.0;74.0;1.249;1.787;0.746;0.0;136.0;2.084;5.430;0.289;-6.683;28.038;0.134;0.0;59.0;5.82;1.235;288.0;23.0;57.0;1.093;0.155;9.0;0.008;23.0;0.14;0.076
13/10/2024;18.0;5.513;110.857;70.0;58.0;1.363;1.996;0.637;0.0;166.0;2.864;5.572;0.275;-6.096;29.909;0.117;0.0;68.0;5.142;1.099;266.0;17.0;53.0;1.099;0.161;9.0;0.009;17.0;0.147;0.039
13/10/2024;19.0;5.163;103.808;56.0;62.0;1.795;1.52;0.581;0.0;182.0;2.014;5.033;0.356;-6.304;30.831;0.186;0.0;38.0;4.54;1.042;211.0;22.0;33.0;0.855;0.174;10.0;0.064;22.0;0.215;0.0
13/10/2024;20.0;4.735;95.217;40.0;46.0;1.064;1.592;0.844;0.0;0.0;2.575;5.264;0.291;-6.543;33.196;0.131;0.0;50.0;4.742;1.044;202.0;18.0;48.0;0.888;0.163;8.0;0.013;18.0;0.078;0.058
13/10/2024;23.0;5.592;112.44;61.0;63.0;1.181;1.87;0.638;0.0;0.0;1.638;5.111;0.486;-7.236;31.278;0.235;0.0;64.0;6.222;1.457;270.0;28.0;54.0;1.355;0.251;16.0;0.083;28.0;0.224;0.022
13/10/2024;24.0;5.804;116.712;75.0;54.0;1.156;2.174;0.633;0.0;0.0;1.88;4.722;0.374;-7.329;28.936;0.171;0.0;61.0;5.412;1.247;257.0;22.0;45.0;1.416;0.208;10.0;0.02;22.0;0.187;0.0
13/10/2024;2.0;5.691;104.599;90.0;72.0;1.307;1.976;0.779;0.0;118.0;2.849;4.485;0.268;-6.083;30.985;0.085;0.0;72.0;6.508;1.307;304.0;17.0;53.0;1.286;0.192;3.0;0.009;17.0;0.12;0.093
13/10/2024;4.0;4.952;91.017;61.0;64.0;1.367;1.91;0.845;0.0;97.0;5.266;5.230;0.186;-7.359;30.929;0.111;0.0;64.0;5.332;0.951;257.0;9.0;59.0;0.592;0.075;5.0;0.0;9.0;0.172;0.014
13/10/2024;5.0;1.87;102.479;25.0;16.0;0.391;0.823;0.256;0.0;157.0;0.0;4.063;0.013;-6.465;22.554;0.001;0.0;19.0;1.567;0.265;82.0;1.0;21.0;0.371;0.012;0.0;0.0;1.0;0.0;0.0
13/10/2024;6.0;6.226;114.431;50.0;52.0;1.376;2.408;0.765;0.0;168.0;2.493;4.369;0.339;-5.415;28.366;0.148;0.0;75.0;5.567;1.223;244.0;19.0;48.0;1.283;0.197;8.0;0.005;19.0;0.124;0.027
13/10/2024;8.0;3.994;106.816;35.0;46.0;1.035;1.362;0.571;0.0;77.0;1.645;4.775;0.247;-6.857;28.147;0.077;0.0;31.0;3.638;0.827;174.0;19.0;43.0;0.739;0.178;4.0;0.048;19.0;0.021;0.022
13/10/2024;10.0;1.511;122.891;22.0;14.0;0.304;0.509;0.176;0.0;92.0;1.264;4.154;0.195;-4.829;30.994;0.128;0.0;13.0;1.827;0.49;67.0;8.0;10.0;0.328;0.067;6.0;0.015;8.0;0.11;0.004
13/10/2024;11.0;2.916;94.036;26.0;31.0;0.704;1.091;0.482;0.0;0.0;2.515;5.383;0.156;-5.669;29.271;0.048;0.0;31.0;2.538;0.551;127.0;10.0;29.0;0.454;0.112;4.0;0.0;10.0;0.03;0.039
13/10/2024;17.0;5.674;104.284;61.0;74.0;1.256;1.903;0.838;0.0;159.0;2.037;5.284;0.424;-6.224;26.31;0.106;0.0;57.0;6.555;1.362;272.0;24.0;56.0;1.205;0.322;10.0;0.087;24.0;0.22;0.0
13/10/2024;19.0;1.607;86.03;20.0;19.0;0.591;0.461;0.279;0.0;73.0;2.273;4.393;0.051;-4.463;26.146;0.018;0.0;13.0;1.517;0.291;69.0;4.0;13.0;0.206;0.033;2.0;0.0;4.0;0.0;0.009
13/10/2024;20.0;4.963;91.209;52.0;43.0;1.241;1.954;0.988;0.0;0.0;5.948;4.862;0.171;-5.890;27.706;0.079;0.0;63.0;4.517;0.835;214.0;8.0;48.0;0.557;0.092;4.0;0.0;8.0;0.126;0.046
13/10/2024;21.0;2.543;100.219;40.0;44.0;0.701;0.832;0.362;0.0;188.0;2.423;4.655;0.148;-5.486;31.556;0.067;0.0;25.0;2.785;0.599;140.0;9.0;22.0;0.496;0.085;4.0;0.017;9.0;0.072;0.0
13/10/2024;22.0;4.627;122.343;65.0;50.0;0.84;1.984;0.514;0.0;117.0;2.174;4.309;0.187;-6.617;25.737;0.021;0.0;48.0;4.542;0.948;225.0;15.0;47.0;1.015;0.168;1.0;0.009;15.0;0.074;0.0
13/10/2024;23.0;4.708;108.337;44.0;49.0;1.166;1.725;0.574;0.0;57.0;2.054;5.140;0.256;-7.069;29.069;0.109;0.0;47.0;4.755;1.044;207.0;19.0;48.0;0.896;0.159;8.0;0.0;19.0;0.119;0.026
13/10/2024;24.0;6.054;111.268;54.0;58.0;1.35;2.363;0.682;0.0;59.0;3.307;4.400;0.251;-6.730;29.701;0.102;0.0;59.0;5.53;1.109;249.0;15.0;63.0;1.374;0.153;10.0;0.013;15.0;0.103;0.012
20/10/2024;3.0;1.843;155.698;14.0;14.0;0.319;0.669;0.147;0.0;0.0;0.956;4.106;0.123;-6.378;26.8;0.032;0.0;14.0;1.598;0.401;71.0;10.0;19.0;0.446;0.093;3.0;0.009;10.0;0.023;0.03
20/10/2024;4.0;4.947;102.899;55.0;59.0;1.308;2.018;0.624;0.0;102.0;4.121;5.325;0.109;-5.766;24.504;0.006;0.0;62.0;4.845;0.868;235.0;11.0;48.0;0.862;0.104;1.0;0.043;11.0;0.034;0.005
20/10/2024;5.0;6.059;126.02;84.0;48.0;1.174;2.733;0.555;0.0;125.0;10.973;4.176;0.062;-6.605;24.833;0.02;0.0;78.0;5.668;1.002;295.0;5.0;80.0;1.511;0.05;2.0;0.011;5.0;0.036;0.0
20/10/2024;6.0;5.634;117.187;43.0;57.0;1.349;2.353;0.564;0.0;0.0;2.615;5.853;0.142;-5.465;25.443;0.023;0.0;70.0;5.58;1.098;251.0;14.0;67.0;1.209;0.12;3.0;0.0;14.0;0.039;0.02
20/10/2024;8.0;3.875;103.292;42.0;31.0;1.014;1.483;0.52;0.0;78.0;1.881;4.168;0.175;-6.823;31.106;0.071;0.0;52.0;3.828;0.744;173.0;14.0;34.0;0.661;0.108;4.0;0.027;14.0;0.049;0.052
20/10/2024;11.0;5.394;112.196;50.0;55.0;1.207;2.335;0.615;0.0;0.0;2.435;4.823;0.258;-7.023;27.888;0.089;0.0;52.0;4.547;1.0;227.0;20.0;50.0;0.971;0.169;6.0;0.016;20.0;0.079;0.035
20/10/2024;17.0;4.986;103.706;71.0;67.0;1.208;1.896;0.736;0.0;112.0;2.452;5.434;0.292;-6.747;30.469;0.121;0.0;58.0;5.665;1.182;266.0;20.0;50.0;0.834;0.174;8.0;0.043;20.0;0.078;0.029
20/10/2024;19.0;5.476;113.89;66.0;60.0;1.82;1.644;0.563;0.0;166.0;1.904;5.161;0.388;-6.071;30.961;0.213;0.0;60.0;5.747;1.325;257.0;24.0;47.0;1.042;0.181;13.0;0.023;24.0;0.038;0.069
20/10/2024;20.0;4.914;102.206;60.0;42.0;1.161;2.129;0.702;0.0;0.0;4.638;4.915;0.122;-5.962;24.889;0.016;0.0;72.0;5.078;0.901;246.0;9.0;63.0;0.774;0.106;2.0;0.072;9.0;0.05;0.0
20/10/2024;22.0;6.035;133.883;71.0;54.0;1.145;2.679;0.511;0.0;100.0;2.268;4.903;0.209;-6.570;27.096;0.065;0.0;69.0;5.462;1.157;274.0;18.0;62.0;1.228;0.144;7.0;0.0;18.0;0.081;0.022
20/10/2024;23.0;5.667;117.858;55.0;79.0;1.291;2.126;0.605;0.0;139.0;2.245;4.445;0.256;-6.226;27.423;0.066;0.0;61.0;5.742;1.185;278.0;21.0;62.0;1.348;0.194;6.0;0.007;21.0;0.074;0.043
20/10/2024;24.0;0.439;56.326;6.0;6.0;0.066;0.12;0.068;0.0;113.0;2.66;4.097;0.042;-5.416;28.886;0.024;0.0;3.0;0.525;0.131;23.0;3.0;5.0;0.122;0.019;2.0;0.0;3.0;0.009;0.0
20/10/2024;3.0;5.72;111.943;71.0;66.0;1.218;2.307;0.646;0.0;0.0;2.288;4.596;0.307;-5.526;29.051;0.135;0.0;74.0;5.975;1.251;301.0;21.0;69.0;1.201;0.176;10.0;0.014;21.0;0.121;0.014
20/10/2024;4.0;5.065;99.124;55.0;58.0;1.351;1.969;0.718;0.0;64.0;5.267;4.638;0.151;-6.409;28.386;0.072;0.0;77.0;4.793;0.912;260.0;10.0;60.0;0.822;0.087;5.0;0.008;10.0;0.048;0.027
20/10/2024;5.0;3.367;113.593;39.0;22.0;0.678;1.538;0.397;0.0;160.0;2.918;4.226;0.106;-6.047;27.32;0.036;0.0;30.0;2.807;0.549;132.0;7.0;34.0;0.631;0.07;3.0;0.0;7.0;0.005;0.007
20/10/2024;6.0;5.162;101.01;51.0;45.0;1.399;2.075;0.685;0.0;0.0;4.534;4.229;0.143;-5.925;31.463;0.063;0.0;56.0;4.308;0.866;206.0;9.0;45.0;0.82;0.087;3.0;0.0;9.0;0.13;0.0
20/10/2024;7.0;2.287;106.802;35.0;31.0;0.554;0.823;0.308;0.0;178.0;2.584;4.188;0.149;-6.535;27.15;0.049;0.0;24.0;2.507;0.548;128.0;8.0;30.0;0.412;0.102;4.0;0.015;8.0;0.045;0.0
20/10/2024;11.0;2.89;93.284;24.0;28.0;0.678;1.16;0.495;0.0;77.0;5.719;4.182;0.061;-7.126;25.639;0.013;0.0;30.0;2.232;0.423;113.0;5.0;26.0;0.468;0.056;1.0;0.008;5.0;0.014;0.0
20/10/2024;14.0;5.347;104.629;64.0;60.0;1.57;1.73;0.69;0.0;99.0;2.545;4.855;0.322;-6.178;29.76;0.145;0.0;51.0;5.452;1.198;252.0;20.0;57.0;0.951;0.185;10.0;0.109;20.0;0.169;0.006
20/10/2024;17.0;5.197;101.706;57.0;69.0;1.26;2.025;0.776;0.0;113.0;2.761;5.060;0.237;-5.718;27.126;0.055;0.0;56.0;5.162;1.033;249.0;17.0;50.0;0.865;0.188;4.0;0.007;17.0;0.101;0.017
20/10/2024;20.0;5.05;98.828;74.0;53.0;1.278;2.114;0.8;0.0;0.0;3.177;4.556;0.182;-6.361;27.57;0.075;0.0;62.0;4.897;0.926;246.0;14.0;43.0;0.628;0.112;7.0;0.0;14.0;0.054;0.045
20/10/2024;21.0;2.127;100.366;29.0;25.0;0.504;0.782;0.341;0.0;0.0;1.619;5.070;0.116;-5.156;28.613;0.059;0.0;26.0;2.107;0.461;109.0;9.0;20.0;0.384;0.057;5.0;0.019;9.0;0.057;0.0
20/10/2024;22.0;5.591;109.408;71.0;65.0;1.267;2.318;0.69;0.0;142.0;2.929;5.039;0.153;-6.385;28.249;0.055;0.0;77.0;5.378;1.057;289.0;14.0;62.0;1.12;0.109;3.0;0.035;14.0;0.077;0.004
20/10/2024;23.0;5.515;107.924;64.0;72.0;1.293;2.188;0.641;0.0;163.0;3.122;4.289;0.207;-5.614;29.676;0.079;0.0;60.0;5.607;1.125;268.0;15.0;57.0;1.141;0.132;3.0;0.019;15.0;0.105;0.018
26/10/2024;3.0;5.642;116.136;80.0;60.0;1.27;1.968;0.6;0.0;0.0;1.689;5.005;0.445;-6.610;30.367;0.231;0.0;74.0;6.433;1.453;290.0;26.0;50.0;1.326;0.219;14.0;0.0;26.0;0.0;0.0
26/10/2024;4.0;5.194;106.908;52.0;48.0;1.326;1.873;0.657;0.0;69.0;2.719;4.869;0.166;-5.941;28.841;0.052;0.0;76.0;5.157;0.997;245.0;16.0;53.0;1.141;0.114;4.0;0.0;16.0;0.0;0.0
26/10/2024;6.0;6.029;124.099;57.0;52.0;1.18;2.559;0.566;0.0;0.0;3.113;4.542;0.232;-5.699;28.563;0.076;0.0;53.0;4.882;1.062;222.0;14.0;46.0;1.47;0.157;7.0;0.0;14.0;0.0;0.0
26/10/2024;10.0;5.269;108.455;80.0;80.0;1.567;1.578;0.59;0.0;0.0;1.343;5.588;0.465;-6.515;31.055;0.21;0.0;29.0;5.865;1.424;260.0;31.0;40.0;1.025;0.261;18.0;0.0;31.0;0.0;0.0
26/10/2024;14.0;5.552;114.277;73.0;54.0;1.545;1.804;0.587;0.0;0.0;1.394;4.507;0.42;-6.645;27.463;0.139;0.0;61.0;5.993;1.422;273.0;32.0;53.0;1.171;0.285;10.0;0.0;32.0;0.0;0.0
26/10/2024;17.0;5.362;110.365;66.0;86.0;1.275;1.841;0.675;0.0;86.0;1.981;5.521;0.343;-6.058;31.376;0.166;0.0;54.0;6.717;1.419;295.0;23.0;66.0;1.2;0.177;12.0;0.0;23.0;0.0;0.0
26/10/2024;18.0;5.544;114.117;79.0;67.0;1.344;2.15;0.59;0.0;0.0;2.342;4.746;0.219;-6.163;29.812;0.088;0.0;71.0;5.708;1.146;292.0;18.0;57.0;1.208;0.131;6.0;0.0;18.0;0.0;0.0
26/10/2024;20.0;5.08;104.568;48.0;52.0;1.099;1.754;0.759;0.0;0.0;2.761;4.488;0.205;-6.256;29.175;0.044;0.0;57.0;4.975;1.076;221.0;16.0;48.0;1.201;0.165;2.0;0.0;16.0;0.0;0.0
26/10/2024;22.0;5.673;116.766;69.0;60.0;1.167;2.293;0.651;0.0;81.0;2.664;5.062;0.203;-6.434;28.647;0.073;0.0;73.0;5.322;1.111;268.0;17.0;49.0;1.328;0.145;6.0;0.0;17.0;0.0;0.0
26/10/2024;23.0;5.664;116.575;77.0;65.0;1.237;2.129;0.548;0.0;138.0;1.333;4.304;0.45;-6.241;28.854;0.207;0.0;80.0;6.287;1.473;307.0;33.0;52.0;1.264;0.255;14.0;0.0;33.0;0.0;0.0
26/10/2024;3.0;5.535;102.79;69.0;84.0;1.069;1.927;0.736;0.0;110.0;2.187;4.974;0.403;-7.715;27.833;0.178;0.0;59.0;6.407;1.406;299.0;22.0;65.0;1.332;0.243;11.0;0.0;22.0;0.0;0.0
26/10/2024;4.0;5.164;95.903;66.0;72.0;1.153;1.766;0.798;0.0;101.0;3.041;4.474;0.291;-6.671;27.794;0.133;0.0;56.0;5.578;1.141;262.0;17.0;51.0;1.108;0.161;10.0;0.0;17.0;0.0;0.0
26/10/2024;5.0;2.759;112.551;43.0;21.0;0.48;1.026;0.397;0.0;0.0;3.149;4.535;0.049;-5.317;23.221;0.001;0.0;41.0;2.578;0.473;142.0;6.0;31.0;0.719;0.047;0.0;0.0;6.0;0.0;0.0
26/10/2024;6.0;5.851;108.66;39.0;52.0;1.13;2.245;0.667;0.0;0.0;4.698;4.230;0.154;-6.058;29.416;0.071;0.0;73.0;4.85;0.983;222.0;11.0;47.0;1.603;0.093;5.0;0.0;11.0;0.0;0.0
26/10/2024;7.0;2.712;97.858;37.0;38.0;0.643;0.898;0.407;0.0;129.0;2.344;4.443;0.182;-6.104;27.699;0.052;0.0;37.0;2.905;0.642;147.0;12.0;23.0;0.552;0.136;5.0;0.0;12.0;0.0;0.0
26/10/2024;10.0;2.612;96.477;35.0;36.0;0.697;0.823;0.35;0.0;53.0;1.693;4.760;0.235;-6.721;29.168;0.121;0.0;33.0;3.203;0.721;143.0;15.0;24.0;0.477;0.114;8.0;0.0;15.0;0.0;0.0
26/10/2024;14.0;2.574;95.09;26.0;23.0;0.714;0.702;0.387;0.0;72.0;2.804;3.905;0.089;-6.641;25.846;0.019;0.0;22.0;2.067;0.429;97.0;8.0;18.0;0.662;0.075;3.0;0.0;8.0;0.0;0.0
26/10/2024;17.0;5.516;102.444;71.0;70.0;1.137;1.812;0.855;0.0;120.0;2.881;4.681;0.275;-6.083;29.24;0.125;0.0;65.0;6.032;1.226;280.0;19.0;55.0;1.351;0.158;10.0;0.0;19.0;0.0;0.0
26/10/2024;18.0;3.146;103.191;35.0;46.0;0.698;1.179;0.464;0.0;0.0;2.713;4.746;0.139;-7.593;30.056;0.062;0.0;48.0;3.462;0.723;176.0;10.0;37.0;0.619;0.083;3.0;0.0;10.0;0.0;0.0
26/10/2024;19.0;3.964;95.584;42.0;47.0;1.265;1.049;0.565;0.0;184.0;2.885;5.846;0.238;-7.736;32.279;0.116;0.0;45.0;4.123;0.927;190.0;14.0;42.0;0.813;0.129;7.0;0.0;14.0;0.0;0.0
26/10/2024;20.0;5.083;94.398;58.0;67.0;1.012;1.651;0.875;0.0;0.0;1.888;4.538;0.458;-6.555;28.754;0.206;0.0;52.0;5.685;1.36;241.0;28.0;36.0;1.022;0.253;12.0;0.0;28.0;0.0;0.0
26/10/2024;21.0;2.637;92.675;36.0;41.0;0.594;0.855;0.439;0.0;55.0;2.699;5.439;0.131;-6.121;28.087;0.044;0.0;29.0;2.827;0.587;134.0;9.0;19.0;0.582;0.097;2.0;0.0;9.0;0.0;0.0
26/10/2024;22.0;1.381;113.804;10.0;10.0;0.353;0.567;0.141;0.0;0.0;3.19;3.887;0.026;-3.526;25.531;0.008;0.0;22.0;1.367;0.26;62.0;2.0;18.0;0.291;0.02;1.0;0.0;2.0;0.0;0.0
26/10/2024;23.0;5.533;102.756;51.0;63.0;1.221;1.962;0.781;0.0;146.0;3.049;5.226;0.329;-6.076;26.822;0.127;0.0;52.0;5.287;1.153;231.0;18.0;47.0;1.188;0.205;8.0;0.0;18.0;0.0;0.0
08/11/2024;3.0;5.789;115.973;79.0;75.0;1.267;2.031;0.677;0.0;0.0;2.008;4.304;0.478;-6.088;28.192;0.213;0.0;77.0;6.772;1.541;314.0;24.0;59.0;1.164;0.265;12.0;0.056;24.0;0.271;0.041
08/11/2024;4.0;5.326;106.703;67.0;70.0;1.255;1.998;0.703;0.0;105.0;3.364;4.812;0.261;-7.092;31.22;0.16;0.0;79.0;5.99;1.226;287.0;14.0;57.0;1.058;0.101;5.0;0.042;14.0;0.159;0.044
08/11/2024;5.0;6.209;124.379;82.0;63.0;1.222;2.521;0.642;0.0;0.0;2.442;4.349;0.253;-5.295;26.294;0.04;0.0;74.0;6.182;1.264;307.0;19.0;69.0;1.56;0.215;4.0;0.038;19.0;0.081;0.0
08/11/2024;7.0;5.778;115.754;96.0;88.0;1.19;2.192;0.652;0.0;148.0;1.645;4.748;0.309;-5.672;27.838;0.117;0.0;75.0;6.422;1.393;342.0;28.0;55.0;1.343;0.199;9.0;0.01;28.0;0.087;0.0
08/11/2024;9.0;4.678;93.711;51.0;52.0;1.209;1.946;0.685;0.0;0.0;3.393;4.559;0.17;-6.089;25.489;0.04;0.0;52.0;4.54;0.869;221.0;14.0;52.0;0.63;0.135;5.0;0.0;14.0;0.007;0.043
08/11/2024;10.0;3.794;76.014;66.0;44.0;0.929;1.153;0.493;0.0;0.0;1.734;5.160;0.243;-5.621;28.729;0.108;0.0;42.0;4.283;0.938;197.0;17.0;28.0;0.798;0.14;7.0;0.012;17.0;0.048;0.053
08/11/2024;14.0;5.694;114.067;72.0;67.0;1.655;2.08;0.57;0.0;138.0;3.182;4.753;0.252;-5.128;31.469;0.124;0.0;53.0;5.9;1.235;276.0;15.0;69.0;1.093;0.135;9.0;0.0;15.0;0.014;0.042
08/11/2024;17.0;1.993;39.93;29.0;34.0;0.475;0.728;0.344;0.0;152.0;1.95;4.898;0.101;-5.659;30.064;0.053;0.0;19.0;2.325;0.475;115.0;7.0;26.0;0.34;0.053;3.0;0.039;7.0;0.013;0.007
08/11/2024;20.0;5.282;105.816;52.0;60.0;1.2;1.978;0.725;0.0;0.0;2.001;5.186;0.41;-6.564;33.423;0.255;0.0;60.0;5.653;1.309;244.0;24.0;48.0;0.931;0.158;8.0;0.103;24.0;0.182;0.057
08/11/2024;22.0;6.266;125.537;87.0;65.0;1.321;2.559;0.597;0.0;163.0;2.728;4.765;0.313;-5.686;29.451;0.13;0.0;80.0;6.743;1.4;303.0;18.0;53.0;1.299;0.186;9.0;0.019;18.0;0.133;0.061
08/11/2024;23.0;5.997;120.139;71.0;72.0;1.346;2.284;0.583;0.0;91.0;2.306;4.675;0.288;-7.679;26.682;0.1;0.0;84.0;6.857;1.423;321.0;21.0;73.0;1.455;0.19;10.0;0.0;21.0;0.1;0.022
08/11/2024;3.0;5.238;106.203;71.0;68.0;1.146;1.858;0.683;0.0;0.0;2.212;4.889;0.317;-6.610;26.774;0.135;0.0;77.0;6.183;1.27;297.0;20.0;61.0;1.109;0.184;10.0;0.061;20.0;0.064;0.013
08/11/2024;4.0;4.926;99.877;49.0;47.0;1.332;1.753;0.703;0.0;80.0;2.497;4.982;0.254;-6.331;27.86;0.081;0.0;68.0;4.942;1.036;224.0;19.0;41.0;0.857;0.173;6.0;0.058;19.0;0.049;0.041
08/11/2024;5.0;5.449;110.476;88.0;47.0;1.133;2.282;0.697;0.0;0.0;8.508;4.409;0.105;-6.623;27.796;0.04;0.0;80.0;5.27;0.955;276.0;6.0;55.0;1.201;0.074;2.0;0.022;6.0;0.066;0.012
08/11/2024;7.0;1.589;32.223;25.0;20.0;0.365;0.718;0.136;0.0;92.0;1.918;4.228;0.068;-5.496;29.181;0.032;0.0;33.0;1.938;0.396;104.0;6.0;20.0;0.291;0.038;2.0;0.004;6.0;0.037;0.0
08/11/2024;8.0;4.032;81.744;38.0;54.0;0.873;1.457;0.585;0.0;0.0;4.843;4.757;0.074;-5.787;25.842;0.022;0.0;44.0;3.882;0.719;193.0;6.0;51.0;0.835;0.054;2.0;0.0;6.0;0.063;0.0
08/11/2024;9.0;2.366;47.976;16.0;20.0;0.716;1.035;0.303;0.0;0.0;4.104;4.247;0.028;-4.370;24.565;0.004;0.0;25.0;1.675;0.289;93.0;3.0;29.0;0.251;0.024;1.0;0.0;3.0;0.028;0.0
08/11/2024;10.0;4.897;99.295;82.0;70.0;1.485;1.545;0.71;0.0;54.0;2.911;4.882;0.213;-5.743;28.089;0.103;0.0;58.0;5.745;1.113;289.0;17.0;62.0;0.879;0.132;8.0;0.0;17.0;0.115;0.01
08/11/2024;11.0;5.546;112.441;62.0;59.0;1.357;2.097;0.562;0.0;186.0;1.997;5.199;0.295;-7.670;29.686;0.132;0.0;65.0;5.577;1.192;263.0;23.0;54.0;1.201;0.164;9.0;0.05;23.0;0.131;0.023
08/11/2024;18.0;5.348;108.427;97.0;81.0;1.272;1.904;0.683;0.0;0.0;2.277;5.207;0.285;-6.667;29.69;0.128;0.0;72.0;6.465;1.361;329.0;20.0;59.0;1.17;0.167;9.0;0.006;20.0;0.125;0.0
08/11/2024;19.0;2.588;52.482;37.0;41.0;0.889;0.626;0.283;0.0;107.0;1.639;5.644;0.194;-5.595;28.779;0.112;0.0;25.0;2.477;0.599;137.0;12.0;22.0;0.474;0.09;8.0;0.064;12.0;0.11;0.0
08/11/2024;20.0;4.842;98.179;46.0;43.0;1.168;1.895;0.772;0.0;0.0;2.978;4.343;0.237;-6.430;29.702;0.092;0.0;53.0;4.558;0.938;207.0;17.0;48.0;0.738;0.153;8.0;0.066;17.0;0.005;0.019
